Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,UDI
L53615,L,300.3,309.9,1621.0,34.1,36.0,0,0.0,0.0,0.0,0.0,0.0,
L53616,L,300.4,310.0,1769.0,26.1,38.0,0,0.0,0.0,0.0,0.0,0.0,
L53617,L,300.4,310.0,1282.0,66.1,40.0,0,0.0,0.0,0.0,0.0,0.0,
L53618,L,300.4,310.0,1581.0,30.3,42.0,0,0.0,0.0,0.0,0.0,0.0,
L53619,L,300.6,310.1,1656.0,32.7,44.0,0,0.0,0.0,0.0,0.0,0.0,
L53620,L,300.6,310.2,1648.0,31.7,46.0,0,0.0,0.0,0.0,0.0,0.0,
L53621,L,300.7,310.2,1639.0,31.4,48.0,0,0.0,0.0,0.0,0.0,0.0,
L53622,L,300.7,310.2,1348.0,54.8,50.0,0,0.0,0.0,0.0,0.0,0.0,
L53623,L,300.8,310.3,1537.0,33.3,52.0,0,0.0,0.0,0.0,0.0,0.0,
M21304,M,300.8,310.3,1270.0,61.0,54.0,0,0.0,0.0,0.0,0.0,0.0,
L53625,L,300.7,310.3,1662.0,34.4,57.0,0,0.0,0.0,0.0,0.0,0.0,
M21306,M,300.7,310.3,1471.0,40.2,59.0,0,0.0,0.0,0.0,0.0,0.0,
L53627,L,300.6,310.1,1337.0,45.8,62.0,0,0.0,0.0,0.0,0.0,0.0,
H35862,H,300.7,310.2,1877.0,24.8,64.0,0,0.0,0.0,0.0,0.0,0.0,
L53629,L,300.6,310.2,1519.0,44.6,69.0,0,0.0,0.0,0.0,0.0,0.0,
L53630,L,300.6,310.2,1378.0,47.3,71.0,0,0.0,0.0,0.0,0.0,0.0,
L53631,L,300.7,310.2,1696.0,27.5,73.0,0,0.0,0.0,0.0,0.0,0.0,
L53632,L,300.7,310.1,1376.0,50.8,75.0,0,0.0,0.0,0.0,0.0,0.0,
L53633,L,300.7,310.2,1807.0,24.2,77.0,0,0.0,0.0,0.0,0.0,0.0,
L53634,L,300.7,310.1,1598.0,32.8,79.0,0,0.0,0.0,0.0,0.0,0.0,
L53635,L,300.7,310.1,1565.0,40.2,81.0,0,0.0,0.0,0.0,0.0,0.0,
L53636,L,300.7,310.2,1387.0,50.6,83.0,0,0.0,0.0,0.0,0.0,0.0,
L53637,L,300.7,310.0,1395.0,48.0,85.0,0,0.0,0.0,0.0,0.0,0.0,
M21318,M,300.6,310.0,1302.0,62.9,87.0,0,0.0,0.0,0.0,0.0,0.0,
M21319,M,300.6,310.0,1397.0,55.2,90.0,0,0.0,0.0,0.0,0.0,0.0,
L53640,L,300.6,310.0,1313.0,52.9,93.0,0,0.0,0.0,0.0,0.0,0.0,
L53641,L,300.6,310.0,1505.0,35.9,95.0,0,0.0,0.0,0.0,0.0,0.0,
H35876,H,300.6,310.0,1483.0,44.0,97.0,0,0.0,0.0,0.0,0.0,0.0,
H35877,H,300.5,310.0,1358.0,60.4,102.0,0,0.0,0.0,0.0,0.0,0.0,
M21324,M,300.5,309.9,1735.0,27.0,107.0,0,0.0,0.0,0.0,0.0,0.0,
M21325,M,300.5,309.8,1416.0,48.5,110.0,0,0.0,0.0,0.0,0.0,0.0,
L53646,L,300.4,309.7,1740.0,31.1,113.0,0,0.0,0.0,0.0,0.0,0.0,
L53647,L,300.4,309.7,1692.0,27.4,115.0,0,0.0,0.0,0.0,0.0,0.0,
L53648,L,300.5,309.8,1507.0,42.5,117.0,0,0.0,0.0,0.0,0.0,0.0,
M21329,M,300.4,309.6,1521.0,35.0,119.0,0,0.0,0.0,0.0,0.0,0.0,
L53650,L,300.4,309.6,1379.0,54.5,122.0,0,0.0,0.0,0.0,0.0,0.0,
L53651,L,300.4,309.6,1523.0,38.5,124.0,0,0.0,0.0,0.0,0.0,0.0,
H35886,H,300.4,309.6,1571.0,33.6,126.0,0,0.0,0.0,0.0,0.0,0.0,
H35887,H,300.4,309.5,1547.0,50.7,131.0,0,0.0,0.0,0.0,0.0,0.0,
M21334,M,300.5,309.7,1347.0,54.3,136.0,0,0.0,0.0,0.0,0.0,0.0,
L53655,L,300.5,309.7,1560.0,30.2,139.0,0,0.0,0.0,0.0,0.0,0.0,
L53656,L,300.5,309.7,1384.0,48.6,141.0,0,0.0,0.0,0.0,0.0,0.0,
L53657,L,300.5,309.7,1841.0,24.6,143.0,0,0.0,0.0,0.0,0.0,0.0,
L53658,L,300.5,309.8,1663.0,29.1,145.0,1,0.0,0.0,0.0,0.0,0.0,
L53659,L,300.6,309.8,1418.0,42.7,147.0,0,0.0,0.0,0.0,0.0,0.0,
L53660,L,300.7,309.9,1775.0,26.6,149.0,0,0.0,0.0,0.0,0.0,0.0,
L53661,L,300.7,309.8,1406.0,48.4,151.0,0,0.0,0.0,0.0,0.0,0.0,
L53662,L,300.6,309.9,1480.0,43.7,153.0,0,0.0,0.0,0.0,0.0,0.0,
L53663,L,300.7,309.9,1412.0,45.3,155.0,0,0.0,0.0,0.0,0.0,0.0,
H35898,H,300.6,309.8,1913.0,22.5,157.0,0,0.0,0.0,0.0,0.0,0.0,
L53665,L,300.6,309.8,1629.0,37.6,162.0,0,0.0,0.0,0.0,0.0,0.0,
L53666,L,300.5,309.8,1939.0,21.4,164.0,0,0.0,0.0,0.0,0.0,0.0,
H35901,H,300.6,309.8,1541.0,36.2,166.0,0,0.0,0.0,0.0,0.0,0.0,
L53668,L,300.7,309.8,1330.0,54.4,171.0,0,0.0,0.0,0.0,0.0,0.0,
M21349,M,300.7,309.8,1490.0,38.8,173.0,0,0.0,0.0,0.0,0.0,0.0,
L53670,L,300.7,309.9,1383.0,44.5,176.0,0,0.0,0.0,0.0,0.0,0.0,
L53671,L,300.8,310.0,1468.0,52.7,178.0,0,0.0,0.0,0.0,0.0,0.0,
M21352,M,300.8,309.9,1444.0,46.0,180.0,0,0.0,0.0,0.0,0.0,0.0,
L53673,L,300.7,309.8,1363.0,53.1,183.0,0,0.0,0.0,0.0,0.0,0.0,
L53674,L,300.6,309.7,1617.0,33.2,185.0,0,0.0,0.0,0.0,0.0,0.0,
M21355,M,300.6,309.8,1694.0,31.1,187.0,0,0.0,0.0,0.0,0.0,0.0,
L53676,L,300.7,309.9,1815.0,27.0,190.0,0,0.0,0.0,0.0,0.0,0.0,
L53677,L,300.8,309.9,1312.0,65.3,192.0,1,0.0,0.0,0.0,1.0,0.0,
H35912,H,300.8,309.9,2041.0,19.2,194.0,0,0.0,0.0,0.0,0.0,0.0,
L53679,L,300.9,310.0,1671.0,26.8,199.0,0,0.0,0.0,0.0,0.0,0.0,
M21360,M,300.9,310.0,1416.0,46.6,201.0,0,0.0,0.0,0.0,0.0,0.0,
M21361,M,300.9,310.0,1600.0,36.0,204.0,0,0.0,0.0,0.0,0.0,0.0,
L53682,L,300.9,310.0,2595.0,13.7,207.0,0,0.0,0.0,0.0,0.0,0.0,
M21363,M,300.9,309.9,1465.0,42.9,209.0,0,0.0,0.0,0.0,0.0,0.0,
M21364,M,301.0,310.1,1681.0,27.4,212.0,0,0.0,0.0,0.0,0.0,0.0,
L53685,L,301.1,310.1,1457.0,39.6,215.0,0,0.0,0.0,0.0,0.0,0.0,
H35920,H,301.0,310.1,1454.0,44.1,217.0,0,0.0,0.0,0.0,0.0,0.0,
L53687,L,301.0,310.1,1558.0,32.6,0.0,0,0.0,0.0,0.0,0.0,0.0,
H35922,H,301.0,310.1,1756.0,30.7,2.0,0,0.0,0.0,0.0,0.0,0.0,
L53689,L,301.1,310.1,1564.0,36.8,7.0,0,0.0,0.0,0.0,0.0,0.0,
L53690,L,301.1,310.2,1455.0,55.3,9.0,0,0.0,0.0,0.0,0.0,0.0,
M21371,M,301.2,310.1,2280.0,15.7,11.0,0,0.0,0.0,0.0,0.0,0.0,
M21372,M,301.1,310.0,1433.0,48.1,14.0,0,0.0,0.0,0.0,0.0,0.0,
L53693,L,301.1,310.0,1513.0,38.0,17.0,0,0.0,0.0,0.0,0.0,0.0,
L53694,L,301.0,309.9,1507.0,41.8,19.0,0,0.0,0.0,0.0,0.0,0.0,
L53695,L,301.0,310.0,1480.0,43.5,21.0,0,0.0,0.0,0.0,0.0,0.0,
H35930,H,301.1,310.0,1470.0,40.1,23.0,0,0.0,0.0,0.0,0.0,0.0,
L53697,L,301.1,310.1,1540.0,36.6,28.0,0,0.0,0.0,0.0,0.0,0.0,
H35932,H,301.0,310.0,1212.0,67.9,30.0,0,0.0,0.0,0.0,0.0,0.0,
L53699,L,301.1,310.1,1417.0,46.9,35.0,0,0.0,0.0,0.0,0.0,0.0,
M21380,M,301.2,310.1,1666.0,34.9,37.0,0,0.0,0.0,0.0,0.0,0.0,
L53701,L,301.1,310.1,1666.0,27.2,40.0,0,0.0,0.0,0.0,0.0,0.0,
L53702,L,301.1,310.1,1489.0,45.8,42.0,0,0.0,0.0,0.0,0.0,0.0,
M21383,M,301.1,310.2,1850.0,27.7,44.0,0,0.0,0.0,0.0,0.0,0.0,
L53704,L,301.1,310.4,1874.0,24.8,47.0,0,0.0,0.0,0.0,0.0,0.0,
L53705,L,301.1,310.4,1312.0,73.6,49.0,1,0.0,0.0,1.0,0.0,0.0,
L53706,L,301.2,310.4,1515.0,38.4,51.0,0,0.0,0.0,0.0,0.0,0.0,
L53707,L,301.2,310.4,1516.0,44.4,53.0,0,0.0,0.0,0.0,0.0,0.0,
L53708,L,301.2,310.5,1546.0,40.0,55.0,0,0.0,0.0,0.0,0.0,0.0,
L53709,L,301.3,310.6,1481.0,40.9,57.0,0,0.0,0.0,0.0,0.0,0.0,
H35944,H,301.3,310.6,1605.0,32.5,59.0,0,0.0,0.0,0.0,0.0,0.0,
H35945,H,301.2,310.7,1656.0,26.2,64.0,0,0.0,0.0,0.0,0.0,0.0,
H35946,H,301.2,310.6,1352.0,52.0,69.0,0,0.0,0.0,0.0,0.0,0.0,
L53713,L,301.3,310.7,1504.0,47.2,74.0,0,0.0,0.0,0.0,0.0,0.0,
L53714,L,301.3,310.6,1436.0,44.2,76.0,0,0.0,0.0,0.0,0.0,0.0,
H35949,H,301.2,310.5,1505.0,43.6,78.0,0,0.0,0.0,0.0,0.0,0.0,
L53716,L,301.3,310.5,1406.0,47.1,83.0,0,0.0,0.0,0.0,0.0,0.0,
M21397,M,301.3,310.5,1481.0,39.7,85.0,0,0.0,0.0,0.0,0.0,0.0,
L53718,L,301.4,310.7,1487.0,44.6,88.0,0,0.0,0.0,0.0,0.0,0.0,
L53719,L,301.4,310.7,1436.0,54.1,90.0,0,0.0,0.0,0.0,0.0,0.0,
M21400,M,301.4,310.7,1368.0,63.7,92.0,1,0.0,0.0,1.0,0.0,0.0,
L53721,L,301.4,310.7,1509.0,38.3,95.0,0,0.0,0.0,0.0,0.0,0.0,
L53722,L,301.4,310.8,1543.0,36.9,97.0,0,0.0,0.0,0.0,0.0,0.0,
L53723,L,301.4,310.8,1698.0,29.6,99.0,0,0.0,0.0,0.0,0.0,0.0,
M21404,M,301.4,310.7,1470.0,46.5,101.0,0,0.0,0.0,0.0,0.0,0.0,
M21405,M,301.4,310.8,1738.0,30.3,104.0,0,0.0,0.0,0.0,0.0,0.0,
M21406,M,301.4,310.8,1530.0,39.9,107.0,0,0.0,0.0,0.0,0.0,0.0,
L53727,L,301.4,310.8,1740.0,29.2,110.0,0,0.0,0.0,0.0,0.0,0.0,
L53728,L,301.4,310.8,1770.0,24.1,112.0,0,0.0,0.0,0.0,0.0,0.0,
H35963,H,301.3,310.6,1527.0,44.0,114.0,0,0.0,0.0,0.0,0.0,0.0,
L53730,L,301.3,310.7,1516.0,46.0,119.0,0,0.0,0.0,0.0,0.0,0.0,
L53731,L,301.4,310.7,1616.0,36.5,121.0,0,0.0,0.0,0.0,0.0,0.0,
L53732,L,301.4,310.7,1786.0,26.1,123.0,0,0.0,0.0,0.0,0.0,0.0,
L53733,L,301.4,310.8,1389.0,52.7,125.0,0,0.0,0.0,0.0,0.0,0.0,
M21414,M,301.4,310.7,1639.0,29.8,127.0,0,0.0,0.0,0.0,0.0,0.0,
H35969,H,301.5,310.7,1394.0,46.7,130.0,0,0.0,0.0,0.0,0.0,0.0,
L53736,L,301.5,310.7,1686.0,27.9,135.0,0,0.0,0.0,0.0,0.0,0.0,
M21417,M,301.5,310.6,1638.0,31.9,137.0,0,0.0,0.0,0.0,0.0,0.0,
M21418,M,301.5,310.6,1447.0,41.9,140.0,0,0.0,0.0,0.0,0.0,0.0,
H35973,H,301.5,310.6,1512.0,39.0,143.0,0,0.0,0.0,0.0,0.0,0.0,
L53740,L,301.6,310.8,1961.0,21.8,148.0,0,0.0,0.0,0.0,0.0,0.0,
L53741,L,301.5,310.7,1596.0,35.4,150.0,0,0.0,0.0,0.0,0.0,0.0,
M21422,M,301.5,310.7,1871.0,21.3,152.0,0,0.0,0.0,0.0,0.0,0.0,
L53743,L,301.5,310.7,1942.0,20.5,155.0,0,0.0,0.0,0.0,0.0,0.0,
L53744,L,301.4,310.6,1557.0,38.2,157.0,0,0.0,0.0,0.0,0.0,0.0,
L53745,L,301.4,310.6,1550.0,36.8,159.0,0,0.0,0.0,0.0,0.0,0.0,
L53746,L,301.3,310.6,1966.0,22.6,161.0,0,0.0,0.0,0.0,0.0,0.0,
M21427,M,301.3,310.6,1499.0,36.1,163.0,0,0.0,0.0,0.0,0.0,0.0,
L53748,L,301.3,310.6,1521.0,36.3,166.0,0,0.0,0.0,0.0,0.0,0.0,
M21429,M,301.4,310.7,1375.0,42.0,168.0,0,0.0,0.0,0.0,0.0,0.0,
L53750,L,301.4,310.6,1634.0,31.1,171.0,0,0.0,0.0,0.0,0.0,0.0,
M21431,M,301.3,310.6,1378.0,49.4,173.0,0,0.0,0.0,0.0,0.0,0.0,
L53752,L,301.4,310.7,1428.0,53.7,176.0,0,0.0,0.0,0.0,0.0,0.0,
M21433,M,301.4,310.6,1855.0,25.3,178.0,0,0.0,0.0,0.0,0.0,0.0,
L53754,L,301.4,310.6,1578.0,33.0,181.0,0,0.0,0.0,0.0,0.0,0.0,
M21435,M,301.4,310.5,1451.0,45.3,183.0,0,0.0,0.0,0.0,0.0,0.0,
L53756,L,301.5,310.5,1644.0,34.9,186.0,0,0.0,0.0,0.0,0.0,0.0,
L53757,L,301.4,310.4,1388.0,45.3,188.0,0,0.0,0.0,0.0,0.0,0.0,
L53758,L,301.4,310.4,1543.0,40.9,190.0,0,0.0,0.0,0.0,0.0,0.0,
L53759,L,301.3,310.4,1501.0,41.6,192.0,0,0.0,0.0,0.0,0.0,0.0,
L53760,L,301.3,310.4,1507.0,39.1,194.0,0,0.0,0.0,0.0,0.0,0.0,
L53761,L,301.4,310.4,1559.0,36.0,196.0,0,0.0,0.0,0.0,0.0,0.0,
L53762,L,301.5,310.5,1528.0,35.7,198.0,0,0.0,0.0,0.0,0.0,0.0,
M21443,M,301.5,310.5,1503.0,38.2,200.0,0,0.0,0.0,0.0,0.0,0.0,
L53764,L,301.5,310.5,1372.0,44.0,203.0,0,0.0,0.0,0.0,0.0,0.0,
M21445,M,301.5,310.5,1600.0,32.8,205.0,0,0.0,0.0,0.0,0.0,0.0,
L53766,L,301.5,310.6,1453.0,44.0,208.0,0,0.0,0.0,0.0,0.0,0.0,
M21447,M,301.6,310.7,1813.0,24.6,210.0,0,0.0,0.0,0.0,0.0,0.0,
L53768,L,301.6,310.7,1457.0,40.4,213.0,0,0.0,0.0,0.0,0.0,0.0,
M21449,M,301.6,310.6,1553.0,38.9,0.0,0,0.0,0.0,0.0,0.0,0.0,
L53770,L,301.7,310.7,1763.0,25.9,3.0,0,0.0,0.0,0.0,0.0,0.0,
L53771,L,301.7,310.7,2023.0,20.9,5.0,0,0.0,0.0,0.0,0.0,0.0,
M21452,M,301.6,310.7,1457.0,47.8,7.0,0,0.0,0.0,0.0,0.0,0.0,
L53773,L,301.6,310.7,1679.0,29.5,10.0,0,0.0,0.0,0.0,0.0,0.0,
L53774,L,301.6,310.6,2103.0,19.7,12.0,0,0.0,0.0,0.0,0.0,0.0,
M21455,M,301.5,310.7,1460.0,38.6,14.0,0,0.0,0.0,0.0,0.0,0.0,
M21456,M,301.5,310.7,1454.0,39.4,17.0,0,0.0,0.0,0.0,0.0,0.0,
L53777,L,301.5,310.6,1481.0,46.8,20.0,0,0.0,0.0,0.0,0.0,0.0,
L53778,L,301.5,310.7,1424.0,51.1,22.0,0,0.0,0.0,0.0,0.0,0.0,
L53779,L,301.6,310.7,1494.0,39.5,24.0,0,0.0,0.0,0.0,0.0,0.0,
M21460,M,301.5,310.6,1424.0,47.0,26.0,0,0.0,0.0,0.0,0.0,0.0,
M21461,M,301.5,310.7,1347.0,47.9,29.0,0,0.0,0.0,0.0,0.0,0.0,
L53782,L,301.5,310.6,1374.0,46.7,32.0,0,0.0,0.0,0.0,0.0,0.0,
M21463,M,301.5,310.6,1403.0,47.4,34.0,0,0.0,0.0,0.0,0.0,0.0,
M21464,M,301.5,310.6,1573.0,37.4,37.0,0,0.0,0.0,0.0,0.0,0.0,
M21465,M,301.6,310.6,1691.0,30.1,40.0,0,0.0,0.0,0.0,0.0,0.0,
H36020,H,301.5,310.5,1538.0,44.3,43.0,0,0.0,0.0,0.0,0.0,0.0,
L53787,L,301.5,310.5,1556.0,39.1,48.0,0,0.0,0.0,0.0,0.0,0.0,
M21468,M,301.5,310.4,1593.0,36.8,50.0,0,0.0,0.0,0.0,0.0,0.0,
L53789,L,301.5,310.4,1474.0,39.9,53.0,0,0.0,0.0,0.0,0.0,0.0,
L53790,L,301.5,310.4,1543.0,34.0,55.0,0,0.0,0.0,0.0,0.0,0.0,
H36025,H,301.5,310.5,1587.0,33.8,57.0,0,0.0,0.0,0.0,0.0,0.0,
L53792,L,301.6,310.6,1222.0,70.0,62.0,0,0.0,0.0,0.0,0.0,0.0,
L53793,L,301.7,310.6,1513.0,41.1,64.0,0,0.0,0.0,0.0,0.0,0.0,
L53794,L,301.7,310.6,1660.0,28.7,66.0,0,0.0,0.0,0.0,0.0,0.0,
L53795,L,301.7,310.6,1545.0,42.1,68.0,0,0.0,0.0,0.0,0.0,0.0,
M21476,M,301.7,310.6,1380.0,45.8,70.0,0,0.0,0.0,0.0,0.0,0.0,
L53797,L,301.6,310.6,1321.0,60.8,73.0,0,0.0,0.0,0.0,0.0,0.0,
M21478,M,301.6,310.6,1309.0,65.8,75.0,1,0.0,0.0,1.0,0.0,0.0,
M21479,M,301.7,310.7,1627.0,31.3,78.0,0,0.0,0.0,0.0,0.0,0.0,
M21480,M,301.6,310.7,1791.0,23.8,81.0,0,0.0,0.0,0.0,0.0,0.0,
M21481,M,301.7,310.7,1861.0,21.8,84.0,0,0.0,0.0,0.0,0.0,0.0,
L53802,L,301.7,310.7,1493.0,51.1,87.0,0,0.0,0.0,0.0,0.0,0.0,
M21483,M,301.7,310.7,1442.0,41.1,89.0,0,0.0,0.0,0.0,0.0,0.0,
L53804,L,301.7,310.7,1532.0,39.8,92.0,0,0.0,0.0,0.0,0.0,0.0,
M21485,M,301.6,310.7,1421.0,44.4,94.0,0,0.0,0.0,0.0,0.0,0.0,
L53806,L,301.6,310.6,1613.0,42.5,97.0,0,0.0,0.0,0.0,0.0,0.0,
M21487,M,301.7,310.6,1876.0,22.1,99.0,0,0.0,0.0,0.0,0.0,0.0,
L53808,L,301.6,310.5,1593.0,34.5,102.0,0,0.0,0.0,0.0,0.0,0.0,
L53809,L,301.6,310.5,1397.0,49.4,104.0,0,0.0,0.0,0.0,0.0,0.0,
M21490,M,301.6,310.5,1414.0,49.3,106.0,0,0.0,0.0,0.0,0.0,0.0,
M21491,M,301.5,310.4,1378.0,55.3,109.0,0,0.0,0.0,0.0,0.0,0.0,
L53812,L,301.4,310.4,1301.0,51.2,112.0,0,0.0,0.0,0.0,0.0,0.0,
M21493,M,301.5,310.5,1737.0,29.3,114.0,0,0.0,0.0,0.0,0.0,0.0,
L53814,L,301.5,310.5,1396.0,44.5,117.0,0,0.0,0.0,0.0,0.0,0.0,
L53815,L,301.5,310.5,1534.0,39.3,119.0,0,0.0,0.0,0.0,0.0,0.0,
M21496,M,301.5,310.5,1774.0,25.5,121.0,0,0.0,0.0,0.0,0.0,0.0,
H36051,H,301.5,310.5,1453.0,48.0,124.0,0,0.0,0.0,0.0,0.0,0.0,
L53818,L,301.5,310.5,1453.0,44.2,129.0,0,0.0,0.0,0.0,0.0,0.0,
L53819,L,301.4,310.5,1380.0,48.4,131.0,0,0.0,0.0,0.0,0.0,0.0,
L53820,L,301.4,310.4,1334.0,43.2,133.0,0,0.0,0.0,0.0,0.0,0.0,
L53821,L,301.5,310.5,1702.0,28.7,135.0,0,0.0,0.0,0.0,0.0,0.0,
L53822,L,301.6,310.6,1431.0,37.5,137.0,0,0.0,0.0,0.0,0.0,0.0,
M21503,M,301.5,310.5,1308.0,60.5,139.0,0,0.0,0.0,0.0,0.0,0.0,
L53824,L,301.5,310.6,1565.0,43.9,142.0,0,0.0,0.0,0.0,0.0,0.0,
M21505,M,301.5,310.4,1486.0,39.6,144.0,0,0.0,0.0,0.0,0.0,0.0,
L53826,L,301.5,310.5,1479.0,34.2,147.0,0,0.0,0.0,0.0,0.0,0.0,
L53827,L,301.5,310.5,1927.0,22.4,149.0,0,0.0,0.0,0.0,0.0,0.0,
L53828,L,301.5,310.4,1488.0,41.1,151.0,0,0.0,0.0,0.0,0.0,0.0,
M21509,M,301.5,310.4,1350.0,54.9,153.0,0,0.0,0.0,0.0,0.0,0.0,
L53830,L,301.6,310.4,1561.0,35.3,156.0,0,0.0,0.0,0.0,0.0,0.0,
M21511,M,301.5,310.4,1276.0,55.6,158.0,0,0.0,0.0,0.0,0.0,0.0,
H36066,H,301.5,310.4,1580.0,35.7,161.0,0,0.0,0.0,0.0,0.0,0.0,
M21513,M,301.4,310.3,1610.0,29.1,166.0,0,0.0,0.0,0.0,0.0,0.0,
L53834,L,301.4,310.3,2203.0,16.6,169.0,0,0.0,0.0,0.0,0.0,0.0,
L53835,L,301.4,310.3,1639.0,32.7,171.0,0,0.0,0.0,0.0,0.0,0.0,
M21516,M,301.4,310.4,1553.0,44.7,173.0,0,0.0,0.0,0.0,0.0,0.0,
L53837,L,301.4,310.3,1374.0,47.6,176.0,0,0.0,0.0,0.0,0.0,0.0,
L53838,L,301.4,310.4,1430.0,50.9,178.0,0,0.0,0.0,0.0,0.0,0.0,
L53839,L,301.3,310.3,1626.0,31.3,180.0,0,0.0,0.0,0.0,0.0,0.0,
H36074,H,301.4,310.5,1421.0,43.8,182.0,0,0.0,0.0,0.0,0.0,0.0,
M21521,M,301.3,310.4,1501.0,39.8,187.0,0,0.0,0.0,0.0,0.0,0.0,
M21522,M,301.3,310.4,2093.0,18.7,190.0,0,0.0,0.0,0.0,0.0,0.0,
L53843,L,301.3,310.4,1504.0,47.2,193.0,0,0.0,0.0,0.0,0.0,0.0,
L53844,L,301.3,310.4,1538.0,38.4,195.0,0,0.0,0.0,0.0,0.0,0.0,
L53845,L,301.3,310.4,1440.0,41.5,197.0,0,0.0,0.0,0.0,0.0,0.0,
L53846,L,301.3,310.4,1414.0,51.4,199.0,0,0.0,0.0,0.0,0.0,0.0,
H36081,H,301.4,310.5,1536.0,39.9,201.0,0,0.0,0.0,0.0,0.0,0.0,
L53848,L,301.4,310.5,1476.0,39.2,206.0,0,0.0,0.0,0.0,0.0,0.0,
L53849,L,301.4,310.5,1571.0,33.9,208.0,0,0.0,0.0,0.0,0.0,0.0,
L53850,L,301.5,310.6,1998.0,20.2,210.0,0,0.0,0.0,0.0,0.0,0.0,
L53851,L,301.5,310.6,1357.0,42.1,212.0,0,0.0,0.0,0.0,0.0,0.0,
L53852,L,301.6,310.7,1424.0,50.5,214.0,0,0.0,0.0,0.0,0.0,0.0,
L53853,L,301.6,310.7,1380.0,51.8,216.0,1,0.0,0.0,0.0,1.0,0.0,
L53854,L,301.5,310.7,1618.0,35.5,218.0,0,0.0,0.0,0.0,0.0,0.0,
L53855,L,301.5,310.6,1579.0,28.0,220.0,0,0.0,0.0,0.0,0.0,0.0,
L53856,L,301.5,310.7,1423.0,44.0,222.0,0,0.0,0.0,0.0,0.0,0.0,
L53857,L,301.5,310.7,1435.0,38.5,224.0,0,0.0,0.0,0.0,0.0,0.0,
M21538,M,301.5,310.7,1336.0,65.6,0.0,1,0.0,0.0,1.0,0.0,0.0,
L53859,L,301.6,310.8,1392.0,42.4,3.0,0,0.0,0.0,0.0,0.0,0.0,
L53860,L,301.5,310.8,1417.0,49.7,5.0,0,0.0,0.0,0.0,0.0,0.0,
L53861,L,301.4,310.7,1425.0,45.1,7.0,0,0.0,0.0,0.0,0.0,0.0,
L53862,L,301.5,310.8,1512.0,38.9,9.0,0,0.0,0.0,0.0,0.0,0.0,
L53863,L,301.5,310.9,1318.0,50.6,11.0,0,0.0,0.0,0.0,0.0,0.0,
L53864,L,301.6,310.9,1538.0,40.4,13.0,0,0.0,0.0,0.0,0.0,0.0,
L53865,L,301.6,310.9,1532.0,43.6,15.0,0,0.0,0.0,0.0,0.0,0.0,
L53866,L,301.7,311.0,1715.0,24.8,17.0,0,0.0,0.0,0.0,0.0,0.0,
L53867,L,301.7,311.0,1700.0,28.7,19.0,0,0.0,0.0,0.0,0.0,0.0,
L53868,L,301.7,311.0,1548.0,40.3,21.0,0,0.0,0.0,0.0,0.0,0.0,
L53869,L,301.7,311.0,1546.0,43.0,23.0,0,0.0,0.0,0.0,0.0,0.0,
L53870,L,301.7,311.0,1343.0,49.2,25.0,0,0.0,0.0,0.0,0.0,0.0,
M21551,M,301.7,311.0,1510.0,47.8,27.0,0,0.0,0.0,0.0,0.0,0.0,
M21552,M,301.8,311.0,1839.0,23.6,30.0,0,0.0,0.0,0.0,0.0,0.0,
M21553,M,301.8,311.0,1756.0,26.7,33.0,0,0.0,0.0,0.0,0.0,0.0,
M21554,M,301.7,310.9,1300.0,62.7,36.0,0,0.0,0.0,0.0,0.0,0.0,
M21555,M,301.7,311.0,1311.0,55.8,39.0,0,0.0,0.0,0.0,0.0,0.0,
L53876,L,301.7,310.9,1636.0,31.3,42.0,0,0.0,0.0,0.0,0.0,0.0,
L53877,L,301.6,310.9,1643.0,34.1,44.0,0,0.0,0.0,0.0,0.0,0.0,
L53878,L,301.6,310.8,1418.0,44.7,46.0,0,0.0,0.0,0.0,0.0,0.0,
M21559,M,301.7,310.8,1516.0,40.4,48.0,0,0.0,0.0,0.0,0.0,0.0,
H36114,H,301.6,310.9,1419.0,50.2,51.0,0,0.0,0.0,0.0,0.0,0.0,
L53881,L,301.6,310.9,1623.0,34.1,56.0,0,0.0,0.0,0.0,0.0,0.0,
M21562,M,301.6,310.8,1664.0,32.0,58.0,0,0.0,0.0,0.0,0.0,0.0,
M21563,M,301.5,310.7,1744.0,28.2,61.0,0,0.0,0.0,0.0,0.0,0.0,
M21564,M,301.5,310.7,1510.0,36.0,64.0,0,0.0,0.0,0.0,0.0,0.0,
M21565,M,301.5,310.6,1382.0,58.1,67.0,0,0.0,0.0,0.0,0.0,0.0,
L53886,L,301.4,310.6,1381.0,46.1,70.0,0,0.0,0.0,0.0,0.0,0.0,
L53887,L,301.3,310.6,1556.0,39.0,72.0,0,0.0,0.0,0.0,0.0,0.0,
M21568,M,301.4,310.6,1464.0,37.4,74.0,0,0.0,0.0,0.0,0.0,0.0,
L53889,L,301.4,310.6,1481.0,37.6,77.0,0,0.0,0.0,0.0,0.0,0.0,
L53890,L,301.5,310.7,1323.0,49.7,79.0,0,0.0,0.0,0.0,0.0,0.0,
L53891,L,301.5,310.7,1426.0,46.1,81.0,0,0.0,0.0,0.0,0.0,0.0,
H36126,H,301.4,310.7,1516.0,36.4,83.0,0,0.0,0.0,0.0,0.0,0.0,
